UniRef50_Q96AZ6	A0A024RC76; K7CFV6; Q96AZ6; G3R4B5
UniRef50_M0QXL2	M0QXL2
UniRef50_UPI0005D01952	
UniRef50_Q9ULP0	UPI0005F555D0; UPI0005F47DE9; UPI0004F05EE2; Q5TH30; UPI000047DB45; H3BU08; UPI0005F568BF; H3BNK4; Q9ULP0-3; H3BSC3; H3BN97; H3BM40; A0A024R6V8; H3BPH8; H3BNX9; H3BNQ1; H2NR28; H3BR92; H3BNB4; F6TT54; H2RAV9; F6QEV6; Q9UGV2; Q9ULP0; H3BU25; H3BVF3; UPI0005F41C65; UPI0003EAFC13; UPI0003EAEC52; F6PJZ5; H3BRT9; UPI0005F3F7F3; UPI0003EAFEF0; H3BM83; UPI0003EAFFC6; B7Z9X4; H3BMR6; B3KX54
UniRef50_J7M5B9	J7M5B9
UniRef50_F1PLF6	A0A024R7S5; Q99886
UniRef50_Q49A13	Q49A13
UniRef50_P22102	P22102; Q3B7A7; C9JZG2; C9JTV6; C9JBJ1; Q59HH3; Q71VH3; C9JKQ7; P22102-2; B4DJ93
UniRef50_Q99757	K7C2U9; F6QKT6; Q99757; M0QXH0; G3RTN8; B4DX69
UniRef50_Q96RV0	Q96RV0
UniRef50_F8WC31	F8WC31
UniRef50_K7EDM6	H7C2Q3
UniRef50_A0A0D9SGH1	A0A0D9SGH1
UniRef50_L8E7A6	L8E7A6
UniRef50_UPI0005D02FB3	
UniRef50_Q8N2Y1	Q8N2Y1
UniRef50_F8W1T9	F8W1T9
UniRef50_Q5JSD8	Q5JSD8
UniRef50_B1AKD8	A1L0S8; B1AKD8; A1L0S9
UniRef50_A0A0A0MRL2	A0A0A0MRL2; A0A0A0MRA6
UniRef50_F6XNB6	
UniRef50_H0YF00	H0YF00
UniRef50_P35452-2	B5MCD3
UniRef50_L8E872	L8E872
UniRef50_F8W1F1	F8W1F1
UniRef50_Q6KAU8-2	
UniRef50_U6DRQ7	B3KVL8
UniRef50_Q4LDE5-2	B3KV07
UniRef50_H3AVY1	A0A024R5J3; Q9NUN7-2
UniRef50_L5K639	
UniRef50_A0A0U1RRJ2	
UniRef50_Q9NXU5	A8K4C1; Q9NXU5; A0A087WUW9; UPI0005D00C95; R4GN67; K7AXD4; UPI000387AED5
UniRef50_A0A087WUY6	A0A087X263; A0A087WUY6
UniRef50_H0YIU5	H0YIU5
UniRef50_H0YGV6	H0YGV6
UniRef50_P51504	P51504
UniRef50_B1AKP1	B1AKP1; F7HPV8
UniRef50_G5E9J1	G5E9J1
UniRef50_H0YB33	H0YB33
UniRef50_A0A091EP95	I0BWP3; I0BWN8; I0BWP0; I0BWQ5; A0A0G2JS89
UniRef50_Q9HD42	Q9HD42; H2QBR6; Q5R605; F5H875; UPI0004F2231B
UniRef50_Q8CHX7	H7BZ31; Q52LD8; C9J6C2; UPI0005D038FE
UniRef50_Q00534	UPI00027F2F44; A0A096NF27; A0A0D9RJK6; H2PMX6; UPI00063F41E7; H2QUX4; G7P1D7; F7E5V8; Q00534
UniRef50_Q9ER56	Q6ZSI9; M0R3D7
UniRef50_P49736	H2QNA7; P49736; C9JZ21; B3KXZ4; Q9BWF4
UniRef50_I3LST3	
UniRef50_J3KSK3	A0A087X1B5; J3KSK3
UniRef50_Q9D9R7	G3RY50; A0A024R4F7; A6QRF2; A0A0C4DG55; H2QYT3; H2PW11; Q5HYR2; G3RBN3; A0A087X258
UniRef50_A0A0A7M2A0	A0A0A7M2A0
UniRef50_Q3THG9	C9J5N1; Q9BTE6
UniRef50_H7C4Y4	H7C4Y4
UniRef50_C9JMG7	C9JMG7; UPI0005D01B5F
UniRef50_Q9CQN4	A4D125; Q6X4U4
UniRef50_Q9QXV8	Q7Z783; A0A0A0MTG9; D6RIE6; D6REX7; UPI0005F561F6; UPI0005333A28; D6RHD2; O43609
UniRef50_K9M1U5	A0A087WXX6; K9M1U5
UniRef50_P06400	B4DRB3; UPI000454A636; UPI00004FB42A; Q9BDQ2; Q6LE80; Q6LE81; Q7KZ61; Q59HH0; Q7KZ60; Q7Z7J0; Q6LE65; P78495; B9VHG0; Q6DUF0; V9H020; V9GZJ8; A0A024RDV3; Q86WG4; P06400; Q6LE77; Q6LE82; V9H012; Q6LE79; B4DTN0
UniRef50_F7ISZ4	B4DT71
UniRef50_H7C2P6	H7C2P6
UniRef50_Q3UUE9	
UniRef50_H0V732	G4XUV3; H0YB70
UniRef50_F1MID5	UPI00042C5FE3; F8VRS8; F1MID5
UniRef50_F6RSW7	Q6PIX2
UniRef50_E5RK02	E5RK02
UniRef50_Q9UNN5	Q9UNN5; A8K9X5
UniRef50_A0A091KF70	
UniRef50_P01185	P01185; X5DQP6
UniRef50_E9PQ60	E9PQ60
UniRef50_H9H3H8	
UniRef50_H7C2V2	H7C2V2
UniRef50_L8EC47	L8EC47
UniRef50_Q9UEW3	B4DLJ6; Q4ZG40; C9JKT8; Q9UEW3; Q9UEW3-2
UniRef50_K7EMY1	K7EMY1
UniRef50_O15467	O15467
UniRef50_A0A087WTB7	A0A087WTB7
UniRef50_P29279	Q5M8T4; B2RCP7; Q6FHL8; P29279
UniRef50_Q5MJ10	Q5MJ10
UniRef50_Q9P2W7	UPI00045D9961; F7BB96; UPI00001FA735; UPI00045D5E89; G1RPV8; B7Z5Z8; Q8ND18; H2NG16; Q9P2W7
UniRef50_UPI0003EAED66	
UniRef50_Q9BS19	Q9BS19
UniRef50_A5JUM8	A5JUM8
UniRef50_Q9UHV9	H2N523; Q9UHV9; A0A0D9S3H2; F6V169; B1AQP2; H2Q0F8; H9FL91; H0WUS6; G1RUR1; UPI00027F269D
UniRef50_P61296-2	A0A087WT70
UniRef50_A7XPU1	A0A0A7UWW8; V5L5L2; D1MYW0; V5L6F2; V5NXW2; A5HC73; U5YF70; V5NW00; V5NW03; A2TEM6; A7XPU1; V5NXV0; A5HC71; A8U3X0; U5YEM2; A7U8S4; V5L7E1; V5NVL1; V5NVN2; V5NVX1; A0A0A7UZB3; V5L5N1; V5NVM6; V5NWF0; Q9Y4H9; V5NW11; V5NW36; Q8HWM7; V5L5L5; Q9BD08; A0A0A7V3J3; V5NWE5; V5NXX2; V5NVM2; V5NWE0; V5L602; U5YC11; A3RLM7; V5NWD0; U5YBZ6; V5L5P4; C7FGZ4; V5NW22; A5HC72; A0A0A7UXD1; V5NWG0; V5L7H3; A1E2C1; V5NVX8; V5NXT8; V5NVL6; V5L606; V5NWF6; Q29753; V5L6C5; U5YC85; A0A0A7UX10; A8UHA5; A0A0A7UZC4; U5YES9
UniRef50_H0YF37	H0YF37; H0YD62
UniRef50_Q5DVH0	A9Z1X1
UniRef50_Q9NVF7	H2Q173; Q9NVF7; B4E0H5; A0A024R3Q6
UniRef50_Q96DC8	Q5W0J6; Q96DC8-2; Q96DC8
UniRef50_F7B1X7	
UniRef50_O94762-3	B3KQK2
UniRef50_Q9NRZ7	C9JL26; C9J184; Q6PJN9; H2P3B9; Q9NRZ7-2; Q9NRZ7; UPI0000206F63; C9JK35; Q9NRZ5; UPI0000D4EEF0; C9JQX8
UniRef50_P08949	P08949
UniRef50_Q676U5-4	C9JK97; UPI0000E1FA40; A0A024R4B6
UniRef50_B4DSK4	B4DSK4
UniRef50_Q5TGU0	H2QSY6; Q5TGU0; G3R8R5
UniRef50_Q9H963	Q9H963
UniRef50_G3GXK5	
UniRef50_J3QS83	J3QS83
UniRef50_E5RFG5	E5RFG5
UniRef50_P36402	P36402-2; P36402; K7D5L3; B3KQ75; P36402-6; P36402-13; P36402-5; H0YAR8; P36402-14
UniRef50_P04062	B7Z7G9; P04062-2; B2R6A7; Q9UQU9; I6L537; B7Z6S9; P04062; Q5R8E3; A0A068F658; A0A0G2JNZ5; A0A0G2JLB3; P04062-4; D3DV87; B7Z6E6
UniRef50_G3SD79	Q59FX4
UniRef50_Q71RF9	Q71RF9
UniRef50_A0A0B7AM35	B4DXB0; B4DS95
UniRef50_Q8CE22-4	J3QLN9
UniRef50_Q7Z4H0	Q7Z4H0
UniRef50_A0A0B6YK08	H7C506
UniRef50_Q99490	F8VVT9; J3KNM6; Q99490
UniRef50_H0YAM3	H0YAM3
UniRef50_W4Y8C1	B4DV21
UniRef50_L5KFJ7	
UniRef50_L8E8V3	L8E8V3
UniRef50_H0WZ82	
UniRef50_C6GLZ4	C6GLR7; C6GLZ1; C6GLX3; C6GLZ4; C6GLW4
UniRef50_M0QX31	M0QX31
UniRef50_O14978	B4DI05; UPI0003EB052A; I3L538; O14978; UPI0004F0587F; D3DUC1; I3NI39
UniRef50_Q2LEK2	Q2LEK2
UniRef50_B4DTB4	B4DTB4
UniRef50_Q1JQA0	UPI0005F391F1; A0A024RCQ8; UPI0000160386
UniRef50_K7EJW4	K7EJW4
UniRef50_O43459	O43459
UniRef50_G5E7N8	G3CAS8
UniRef50_L8EB22	L8EB22
UniRef50_O75367	F7I8A7; O75367; G7P8B7; M3YF29; E2RCZ7; D2GVK3; F7GWS6; H2QRI8; A0A096N0E8; G5BQ26; M3WJR3; A0A091CNU6
UniRef50_H2PA69	Q96EZ6
UniRef50_P05026	Q6LEU2; Q58I20; A6NGH2; A3KLL5; P05026; V9GYR2; B7Z9S8
UniRef50_H0YMY1	H0YMY1
UniRef50_Q9NRE2	Q9NRE2; S4R3C8
UniRef50_Q05397	E7ESA6; Q658W2; Q05397; Q8N9D7; A0A059VC25; UPI00016394E4; H0YBP1; UPI0005D0203E; Q59GN8; H0YB16; Q05397-7; UPI0005D0340C
UniRef50_W0KRH6	W0KR29; W0KRH6; W0KMC7
UniRef50_H3BMH9	H3BMH9
UniRef50_A6NFQ7	A6NFQ7
UniRef50_L9KMA8	
UniRef50_H0YIP6	H0YIP6
UniRef50_Q9WVG7	Q8TAX0; A0A0D9R6N6; E5RH04; A0A096MWV1; G3RZR7
UniRef50_D6RA97	D6RA97
UniRef50_Q8C180	I3MM54; UPI00038C0970; B6EBJ7; F8VX65
UniRef50_P47813	G1Q5M7; H9EP53; G1KML8; A0A0D9RPZ5; J9NYQ8; G2HF83; B8YE01; K7E1Z1; S5U7Q9; A0A0D9S0D7; Q5RA42; G3R912; B5DF60; U3BE20; Q6GLB2; P47813; V9LB84; A0A0E9WXH2; M3XFD6; Q32LC3; I3NHM2; I3LAQ2; B9VH02; Q8BMJ3; W8C3Q6; C3UJQ1; Q6NU16; Q5ZIE2; O14602; W8BZ48
UniRef50_Q5GMH4	Q5GMH4
UniRef50_J3QSF4	J3QSF4
UniRef50_P61006-2	G7PLT1; W5QAY5; G3RUG4; F2Z5F2; H2QHK2; D2GXP0; G1QLQ0; P61027; F6VQF0; I3MXE6; G5CBK9; F2Z4P9; A0A096MWU5; A0A0D9R8L7; G7N9K6; H0X2L7; G3TST6; L8IJA2; F7GPY7; Q5RKJ9; A6QLS9; Q5R5U1; M3X579; P61026; Q4FJL0; A0A091CZL2; L5LPH7
UniRef50_Q6ZWH5	Q6ZWH5; UPI0005D02BF5; C9JJN0
UniRef50_E9PPR4	E9PPR4
UniRef50_O60603	B3KWR9; K9MV98; B3Y615; O60603; C6KIA6
UniRef50_Q8N6L7	Q8N6L7
UniRef50_P26779	UPI00046B920C; O75905
UniRef50_F1T0M1	F1T0M1
UniRef50_D6RB86	D6RB86
UniRef50_P15529	Q06C42; P15529-2; P15529
UniRef50_Q6ZNW5	H0YN11; Q6ZNW5; A0A024RC68; H0YL31
UniRef50_H3BP85	H3BP85
UniRef50_Q63HM1	Q63HM1
UniRef50_H0YCZ3	H0YCZ3
UniRef50_A0A0M3JQ21	F8VZ29
UniRef50_H0YDF8	H0YDF8
UniRef50_H2PFK5	D6REC3; H2RI76; UPI0004F4358A
UniRef50_A0A0S2Z414	
UniRef50_F6VYQ6	B4DKG8
UniRef50_F1MCM5	A0A0G2JI85
UniRef50_U3IC59	Q9HA11
UniRef50_O75204	H0XTV8; H2QIC6; UPI00053FDADB; B4DDP4; F2Z5W3; G3QR28; G1QGJ5; F6X2V6; M3XG63; H2P545; F6UV02; F6SGM3; G7PMQ4; G5BMW1; A0A0D9RXR8; O75204; U6DM54; G3TFI3; C9J4H2; L8Y9A2; G9KTT2
UniRef50_Q9BSK4	Q9BSK4
UniRef50_L8E7P6	L8E7P6
UniRef50_F7E6Z9	
UniRef50_F8WEU3	F8WEU3
UniRef50_J3QLG1	J3QLG1
UniRef50_Q8NBJ7	Q8NBJ7-2; H7C3B2; A0A024RDK8; J3KQJ1; Q8NBJ7
UniRef50_Q53S48	A0A0A6YYH4; A0A0A6YYG5; Q53S48; Q9Y6Q2-3; Q9Y6Q2-2; Q3MIM1
UniRef50_B8ZZ06	B8ZZ06
UniRef50_H7C2P8	H7C2P8
UniRef50_Q96EY4	Q96EY4; H0Y9X1; D6RA57
UniRef50_Q6XYC1	Q6XYC1
UniRef50_Q8N4F7	Q8N4F7; UPI0005D02DB4; UPI0005D00B49; G3V148
UniRef50_UPI0005D01FDA	
UniRef50_E5RG65	E5RG65
UniRef50_P52756	C9JFQ5; U6DIS5; P52756; UPI00042C6F33; A0A024R2U6; P52756-4; C9J9P7; S4R1V5; S4R1N4; UPI0003E72A89; UPI00042C54B9; C9JR02
UniRef50_E9PEK4	E9PEK4; Q59HE0
UniRef50_L5MB34	B4DT99; B4DTI2
UniRef50_Q9H9H4	F5H4M0; A0A024RBU0; Q9H9H4; G3QQI9
UniRef50_Q1A5X7	Q1A5X7
UniRef50_Q6I955	Q6I955
UniRef50_Q6MZT4	Q6MZT4
UniRef50_Q9NX65	Q9NX65-2; Q9NX65-3; Q9NX65; I3L3J2; I3L1K0
UniRef50_H2NHA1	Q9P1E6
UniRef50_Q3US41-4	H0YBR2
UniRef50_A0A024RBT2	F5GYH3; F5H0Q4; F5GX50; F5H796; A0A024RBT2; UPI00029DBD2E
UniRef50_M0QZP0	M0QZP0
UniRef50_Q8IXM7	Q8IXM7
UniRef50_C8CHJ3	C8CHJ3
UniRef50_O09010	Q8NES3
UniRef50_P00488	A6PVK5; Q9NQP5; A0A2H0; UPI0005CFFE18; P00488; B2R6V9; UPI000013D585
UniRef50_H0YC31	H0YC31
UniRef50_A6NFY4	UPI0000209279; C9J4F2; UPI000387B81D; A6NFY4; B7Z482
UniRef50_Q8NDB6	A0A087WY72; A0A087X2H2; A0A087WZZ1; A0A087WZD0; A0A087X2G5; A0A087WVC8; A0A087X275; A0A087WTI8; A0A087WZE8; A0A087WVC3; Q8NDB6
UniRef50_F8WDV6	F8WDV6
UniRef50_D3DS83	D3DS83
UniRef50_H7C4Q1	H7C4Q1
UniRef50_Q91VZ6	A8K333; UPI0005CFF6D5; B2RDK5; Q8IYB5
UniRef50_Q7L3V2	C9J0V4; Q7L3V2
UniRef50_J3QKU6	J3QKU6
UniRef50_K7EMT9	K7EMT9
UniRef50_A8K979	A8K979-2; A8K979
UniRef50_F7HMP4	Q14089
UniRef50_D3DPI9	D3DPI9
UniRef50_Q9NPA1	Q9NPA1
UniRef50_L8E9G9	L8E9G9
UniRef50_P56730	P56730
UniRef50_Q9NXR7	Q8WN70; F6YLX2; Q9NXR7; H2P6L8; UPI0004F0353A; C9J2G0; K7ALU2
UniRef50_A0A0S2Z5I2	
UniRef50_Q9JM47	H9FTP3; Q8HYN7; G1S470; F7EUP3; U3E0B8; A0A096NZJ0; H9EPC7; F6VY05; H2R3Z9; K7EUK4; G1S469; A8K0U6; Q3YAA5; Q6PIL6; H2PD03; A0A0C4DFQ7; Q9NZI2-3; Q3YAB7
UniRef50_Q5DU05	
UniRef50_P51793	F7BX81; A0A096NQK3; K7BMC0; UPI0003ACC81B; Q75N13; P51793; F6YGT7; G3R5V0; Q4G0X3; A0A0D9RRY3; H2PUW4
UniRef50_A8MUH3	A8MUH3
UniRef50_UPI0005D033D4	
UniRef50_Q62264	Q92748
UniRef50_E9PHT9	E9PHT9
UniRef50_Q14461	Q14461; A8YPG6
UniRef50_H0Y8T9	H0Y8T9
UniRef50_G1TD00	
UniRef50_P33316	P33316; H0YKI0
UniRef50_H2N7J2	A0A0C4DH00; Q562F1; Q53F69; A0A087WTU1
UniRef50_UPI0005D02CEA	
UniRef50_P41226	UPI0003E66823; P41226
UniRef50_F8VYN4	F8VYN4
UniRef50_H7BY08	H7BY08
UniRef50_Q641X6	
UniRef50_H0YIJ9	H0YIJ9
UniRef50_A0A089GIA6	A0A089GIA6; UPI00021510E0; C9JZT5
UniRef50_A0A024R605	A0A024R605
UniRef50_E5RI45	E5RI45
UniRef50_F6RTM7	F6RTM7
UniRef50_A0A087WZ73	A0A087WZ73
UniRef50_Q16673	Q16673
UniRef50_L0R4U0	L0R4U0
UniRef50_Q9H706	Q9H706; B4DME6; Q9H706-3
UniRef50_Q9Y600-2	Q9Y600-2; F8VV11; UPI0004F034AB
UniRef50_Q8N3G9-3	B3KW98
UniRef50_P84157	Q6ZR64; K7EQX8; UPI000022A1BF; P84157; Q6DTV5
UniRef50_A1L108	B3KPC7
UniRef50_W4Z8F9	A0A024R3B4
UniRef50_F7GG32	B4E1Q3
UniRef50_I3MNF9	
UniRef50_Q5JS54-3	D6RB92
UniRef50_H0YJB6	H0YJB6
UniRef50_J3QKV2	J3QKV2
UniRef50_G1TQ12	
UniRef50_B4E201	B4E201
UniRef50_Q9HAN9	Q53GL1; Q9HAN9; A0A024R4E1
UniRef50_Q13422-3	
UniRef50_Q17R31	Q17R31; B7Z2Z9; Q17R31-2
UniRef50_I1GIV5	
UniRef50_K7G759	B3KV54
UniRef50_O15382	M0QXF9; M0R2K7; Q53EW7; O15382; B3KSI3
UniRef50_V5I783	K7EJR7
UniRef50_H0Y4N0	H0Y4N0; Q0ZAJ3
UniRef50_Q6GV28	Q6GV28
UniRef50_A2A9C3	Q5T011
UniRef50_Q5J1K7	Q5J1K7
UniRef50_T1FZW6	Q7Z2K2; A0A087X139
UniRef50_F8WE99	F8WE99
UniRef50_L8E8U4	L8E8U4
UniRef50_Q9BZL1	G5B355; A0A0G2LB25; K9IG89; H2QFA3; Q5RCI0; Q4R5J3; G1U9J9; M3WBB7; I3M5T2; I7KIU7; F6UFU0; G3QT60; Q6EGX7; F7B6G2; A0A0D9R5M0; Q791B0; J9NU70; A0A024R7B0; Q3T0Z3; A0A0A0MUP8; L5L4A9; E0CYW1; Q9BZL1; E0CY91; F7ISQ0; B4F450; Q9EPV8; G1SB93; A9UMW0; UPI00042C3345
UniRef50_H0V951	UPI000625DD33; C9J8P4
UniRef50_H3BN23	H3BN23
UniRef50_B4DYD6	B4DYD6
UniRef50_Q711G3	Q6PCA9; H7C5G1; Q05D21; Q6NVV8
UniRef50_Q6ZTQ3	Q6ZTQ3-2; Q6ZTQ3; G3QKX1; UPI000020BBC7
UniRef50_G3V3L9	G3V3L9; A0A0D9SFN7
UniRef50_H7C042	H7C042
UniRef50_UPI000387D55F	
UniRef50_L0R6J6	L0R6J6
UniRef50_P37360	H2QB53; P04731; P13640; H2QB58; P80297; Q86YX2; P02795; P07438; P04733; H2QB51; Q93083; G1QP29; Q8TE66; G3S063; Q5NVS0; H3BQX6; P80294
UniRef50_F8WCA8	F8WCA8
UniRef50_Q9DA39	A0A087WXH1; Q9NZZ2
UniRef50_C9IYC1	UPI000387B76B; C9IYC1
UniRef50_Q9UPR6-2	K7EQC0
UniRef50_Q9UMS7	Q9UMS8; Q9UMS7
UniRef50_A0A0A0MS68	A0A0A0MS68; B7Z5Y5
UniRef50_Q02958	Q3LI59
UniRef50_H3BPJ6	H3BPJ6
UniRef50_L8ECJ8	L8ECJ8
UniRef50_F8W9I8	F8W9I8
UniRef50_A0A093EFF7	
UniRef50_G3SFC7	
UniRef50_Q96FC9	F5GXL6; Q92771; UPI0005D01422; UPI0003EAF371; UPI0005123A17; Q96FC9; UPI0003EAFD00; F5GXJ8; Q2NKM7; A8MPP1; UPI000387AE16; Q7KYX3; UPI0003EAFCC0
UniRef50_G3R715	
UniRef50_L8E9F0	L8E9F0
UniRef50_M0QZL2	M0QZL2
UniRef50_Q9JM73	A2T7T1; P11831; G7MPD8; A2D6C2; A0A024RD16; A2T6S3; A1YF30; UPI000206571D; G3S176
UniRef50_UPI0005CFFAD9	
UniRef50_Q99755	A6PW57; Q7KYT4; O14986; Q7KYT6; G1R9Z1; A0A0A0MSP5; UPI00020ADE9D; O14986-3; UPI0003EAF07D; C9JSD7; UPI00020ADA5D; A0A0A0MT25; A0A0A0MRU3; A6PW56; G1R9Y9; P78517; UPI0003EAF4D0; A6PW58; Q99755
UniRef50_Q9UKN6	Q9UKN6
UniRef50_Q8WZA9	Q8WZA9; B7ZMD6; M0QZP8
UniRef50_P15813	UPI000387BA89; P15813
UniRef50_P55210-4	
UniRef50_Q14085	Q14085
UniRef50_Q8N6I1	G3SAB4; Q8N6I1; UPI00029DCE48
UniRef50_E7ERY9	E7ERY9
UniRef50_Q96PN6	Q96PN6-4; Q96PN6
UniRef50_P57052	P57052; D3DSC2
UniRef50_H2Q0U0	H2Q0U0; I0CMK1
UniRef50_F7H9F0	B4E0Y2
UniRef50_F7IF05	B3KT12
UniRef50_Q15050	Q15050
UniRef50_Q96JR7	Q96JR7
UniRef50_P13994	B3KUZ1; P13994; K7ELI4
UniRef50_H3BVC8	H3BVC8
UniRef50_A0A0S2Z3B1	
UniRef50_H0YAD9	H0YAD9
UniRef50_E9PPD1	E9PPD1
UniRef50_Q8CGG3	Q8IVX9; Q05C66
UniRef50_A0A096MQQ4	
UniRef50_Q6NUM6	Q6NUM6-2; A0A087WUV9; A0A087WZB2; UPI0005D01200; B4DG43; C9J9Q4; Q6NUM6; UPI0001C584C4
UniRef50_D6RI11	D6RI11
UniRef50_F7FRJ2	Q53T91; F7FRJ2
UniRef50_B0QY71	UPI000443CC01; B0QY71; G9K979
UniRef50_Q92736	A0A091P7I4; D7UNU0; A0A091RHT4; A0A091GEB7; A0A093CCK1; A0A091NQF1; Q92736; A0A094K5P1; J9Q1W5; D7UNU2; H7BY35; H9FLP9; A0A093EZ49; UPI000179CE1F; A0A091TG83; A0A094KJN8; D7UNU4; A0A093F4W4; F2YMD5; A0A091F8R5; UPI0005F4AA63; D7UNT7; H9FLQ2; D2D0B2; UPI00063C2AE1; D7UNT4; A0A091S9K1; A0A091HDB1; UPI00052876A1; Q78E25; H9FLQ1; A0A091U7H7; A0A091TTS4; A0A091KQF8; Q7JFP7; A0A087VQL0; D7UNU6; D7UNU3; H9FLQ0; UPI0004F0EBA8; A0A091L9M4; A0A091RVT1; A0A091KZL0
UniRef50_Q86X51	Q86X51
UniRef50_Q6ZNZ1	Q6ZNZ1
UniRef50_P48356-4	A8K2E3
UniRef50_A1L3F4	M9T4I7
UniRef50_F7ICB0	B4E238
UniRef50_P21730	UPI000387D0D9; P21730; A0A0D9S2H8; M0QZK7
UniRef50_UPI0005D0364A	
UniRef50_Q04900-4	D6R9B4
UniRef50_F1N3F8	
UniRef50_M0R367	Q05DL7; Q08EK0; M0R367; Q7Z2X8
UniRef50_P08263	P08263; A0A087WYQ6; Q7RTV2
UniRef50_F6Y4R0	B4DZX7
UniRef50_B4E2R9	B4E2R9
UniRef50_Q6ZS81	Q6PIM1; D3DX93; Q6ZS81
UniRef50_E2J9M0	E2J9M0
UniRef50_Q6AX36	Q8TBI4; G5E9Z6
UniRef50_Q10586	Q10586; H2QGS0
UniRef50_P36551	UPI0005D02466; P36551
UniRef50_K7ELX2	K7ELX2; K7EJA1; K7EKS0
UniRef50_F1RM30	
UniRef50_Q9BRP7	Q9BRP7-2; Q9BRP7
UniRef50_Q96RL1-4	
UniRef50_P09327	B4DV78; P09327; Q53F91
UniRef50_F8VP42	F8VP42
UniRef50_E9PKJ1	E9PKJ1
UniRef50_Q8IZF5	UPI0005D01CF5; C9JSE8; Q8IZF5; UPI0005CFF55F
UniRef50_F7DFS0	B4E244
UniRef50_Q9H7B7	Q9H7B7
UniRef50_Q5SY18	Q5SY18
UniRef50_Q99941	Q99941; Q6AZW6
UniRef50_Q96FV0	Q96FV0
UniRef50_A2A437	A2A437; Q308M3
UniRef50_L8E8I7	L8E8I7
UniRef50_H0VU11	B7Z3N9
UniRef50_Q6H9J7	Q6H9J7
UniRef50_H3BSU5	H3BSU5
UniRef50_H0YLY0	H0YLY0
UniRef50_B4DIX8	B4DIX8
UniRef50_UPI0005D038A8	
UniRef50_Q9Y5W7-2	UPI000387AF73; UPI0004F028A3; D6RBA7
UniRef50_P04899-5	UPI0005F4ADE0; H2RBI6; G7P1X3; F1S603; A8MTJ3; Q8BSY7
UniRef50_G3N2P9	B7Z201
UniRef50_G3TSC2	Q05CZ3
UniRef50_P20357	P11137; UPI000387CE55; UPI000387B847; A8MZ31; A0A024R407; UPI00042CFD9A; Q16296; A0A024R3Z1; E7EV03; UPI000387AE38
UniRef50_Q96J77	H2R6T6; Q96J77; G3QHZ7
UniRef50_A0A087X030	A0A087X030
UniRef50_Q15386	Q15386; B4DHJ9
UniRef50_J3KTP9	J3KTP9
UniRef50_F8WAW1	F8WAW1
UniRef50_H3BSE7	H3BSE7
UniRef50_G1SZ04	A0A087WXZ2
UniRef50_Q8IXD3	Q8IXD3
UniRef50_Q4KLT0	
UniRef50_E5RH38	E5RH38
UniRef50_P61289	U6CV51; E1BM26; M3YF45; K9IWE8; UPI0005F4D5BA; G2HE41; G9KJ18; L5JPX3; W5P0N8; I3NAZ1; P61291; Q4FK54; Q4R4V3; Q5FVM2; Q6FHK7; G3TXF2; A0A024R203; U3BRR0; V9HWJ8; H0X0J1; G3TBB9; H9FNI9; G1P1M3; G3HLZ2; P61289-3; B3KQ25; P61289; F6QVK5; P61290
UniRef50_Q9H6P5	UPI0000206A44; Q9H6P5
UniRef50_P35353	I3L9Q3; H2NTP8; A0A024R9X9; P34998-5; UPI0005F3A669
UniRef50_Q8IVU9	H0Y3I3; UPI00001F8D63; Q8IVU9; UPI000016179E; UPI0000E2245C; A0A024QZK1; H2RBL9
UniRef50_A0A087WUX4	A0A087WUX4
UniRef50_F8VPP1	F8VPP1
UniRef50_H0Y9R6	H0Y9R6
UniRef50_F8WEW7	F8WEW7
UniRef50_B4Q8I6	L5LXL0; C9JYQ8
UniRef50_H3DC53	J3QS21
UniRef50_B4DTM4	B4DTM4
UniRef50_Q91WS2	P59044
UniRef50_O75147-1	
UniRef50_H0YJW3	H0YJW3; A1L0V1
UniRef50_A0A024R0B2	A0A024R0B2
UniRef50_L8EA92	L8EA92
UniRef50_M0R179	M0R179
UniRef50_O43516	UPI00020AA002; C9JTB9; O43516; G1R1S7; D3DPE6; O43516-3; A0A087WW70
UniRef50_Q5REM9	F7HJC5; B4DSG7
UniRef50_Q96EB1	B1B1I7; Q9H4R8; G5E9D4; Q96EB1; G1S890
UniRef50_Q9NWM8	Q9NWM8; Q5R941; H2QUC7; A0A090N7V8; F8WBZ0; G3RF27
UniRef50_E9PM21	E9PM21
UniRef50_B4DW45	B4DW45
UniRef50_E5RGT2	H2QW65; A0A024R7Y2; Q96MH6-2; E5RGT2
UniRef50_O15460	O15460; H2PGH4; C9JX45; E7EPI9; E7ENX0; A8MXE0; UPI00029DB48B; C9JFJ1; C9JCP0; E7ERI1; Q05DA4; C9JIG4; UPI00045DE989; C9JN43; G3QU38; UPI00045DF3C6; H9FCG9; Q5HYD8; O15460-2; H9FID8
UniRef50_C9JBL0	C9JBL0
UniRef50_Q13428	J3KQ96; E7ETY2; Q13428-6; Q13428
UniRef50_F8WDD2	F8WDD2
UniRef50_P05387	H2Q2V8; P05387; G3R5E5; A0A024RCA7; M3ZAZ1; A0A0D9RDT9; I7GJM4; S7MGA9; F7CGS1
UniRef50_B4DVY6	B4DVY6
UniRef50_O95169	O95169-3; E9PIZ8; O95169; K7DSX0
UniRef50_F5H3Y9	F5H3Y9
UniRef50_Q9H3F6-3	K7EM01; B3KRS9
